title,company,experience,salary,location,skills,posted,job_url,scraped_at,search_text,extracted_skills,city,salary_min_lpa,salary_max_lpa,salary_mid_lpa,exp_min_yrs,exp_max_yrs,exp_mid_yrs,company_type
Sensing Data Analyst,Geoconsultants India Services,2-4 Yrs,Not disclosed,Hyderabad,"Stakeholder Engagement, Data analysis, Analytical, Machine learning, Data processing, Data Analyst, Open source, Monitoring",3+ weeks ago,https://www.naukri.com/job-listings-sensing-data-analyst-geoconsultants-india-services-hyderabad-2-to-4-years-051225502735,2026-04-10 13:06,"Stakeholder Engagement, Data analysis, Analytical, Machine learning, Data processing, Data Analyst, Open source, Monitoring  Sensing Data Analyst","data analysis, machine learning",Hyderabad,,,,2.0,4.0,3.0,Other
Data Analyst,RightWave InfoSolutions (Pvt) Ltd.,3-8 Yrs,Not disclosed,Noida,"Process design, Google Analytics, Linguistics, Market research, Data quality, Data Analyst, Reporting tools, CRM",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rightwave-infosolutions-pvt-ltd-noida-3-to-8-years-050326501745,2026-04-10 13:06,"Process design, Google Analytics, Linguistics, Market research, Data quality, Data Analyst, Reporting tools, CRM  Data Analyst","data analysis, data quality, reporting",Noida,,,,3.0,8.0,5.5,Other
Data Analyst,Birdeye,6-11 Yrs,Not disclosed,Gurugram,"Backend, Financial reporting, MIS, Billing, data integrity, Technical architecture, Business intelligence, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-birdeye-gurugram-6-to-11-years-050326501036,2026-04-10 13:06,"Backend, Financial reporting, MIS, Billing, data integrity, Technical architecture, Business intelligence, Analytics  Data Analyst","data analysis, power bi, reporting",Gurugram,,,,6.0,11.0,8.5,Other
Data Analyst,CareerFit.ai,1-6 Yrs,Not disclosed,Mumbai,"Data analysis, C++, Data validation, Linux, Reconciliation, MySQL, Schema, Shell scripting",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-careerfit-ai-mumbai-1-to-6-years-050226502325,2026-04-10 13:06,"Data analysis, C++, Data validation, Linux, Reconciliation, MySQL, Schema, Shell scripting  Data Analyst","data analysis, mysql",Mumbai,,,,1.0,6.0,3.5,Other
Data Analyst,Better Mortgage,3-8 Yrs,Not disclosed,Gurugram,"Loans, Automation, Data analysis, Data modeling, Analytical, Underwriting, Reconciliation, Variance analysis",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-better-mortgage-gurugram-3-to-8-years-020326504814,2026-04-10 13:06,"Loans, Automation, Data analysis, Data modeling, Analytical, Underwriting, Reconciliation, Variance analysis  Data Analyst","data analysis, data modeling",Gurugram,,,,3.0,8.0,5.5,Other
Data Analyst,Nexzu Mobility,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, Pune, Chennai","database maintenance, data analysis, data management, modeling, bi, documentation, power bi, data integrity",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-nexzu-mobility-kolkata-mumbai-pune-chennai-1-to-6-years-241125504822,2026-04-10 13:06,"database maintenance, data analysis, data management, modeling, bi, documentation, power bi, data integrity  Data Analyst","data analysis, power bi",Kolkata,,,,1.0,6.0,3.5,Other
Data Analyst,Han Digital Solution,1-2 Yrs,Not disclosed,"Lakshadweep, Panaji, Dadra & Nagar Haveli, Nagar, North & Middle Andaman, Daman & Diu, New Delhi, Jammu","Analytical skills, Data analysis, Sales, Data collection, Programming, Healthcare, data visualization, Public health",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-han-digital-solution-p-lakshadweep-panaji-dadra-nagar-haveli-nagar-north-middle-andaman-daman-diu-new-delhi-jammu-1-to-2-years-241125506140,2026-04-10 13:06,"Analytical skills, Data analysis, Sales, Data collection, Programming, Healthcare, data visualization, Public health  Data Analyst","data analysis, data visualization",Lakshadweep,,,,1.0,2.0,1.5,Other
Data Analyst,Aryavart Institute Of Technology,1-3 Yrs,Not disclosed,"Noida, Patna, Kanpur, Supaul","data cleansing, Data analysis, Analytical, Data collection, Data quality, HTTP, Data mining, Operations",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-aryavart-institute-of-technology-noida-patna-kanpur-supaul-1-to-3-years-230424501320,2026-04-10 13:06,"data cleansing, Data analysis, Analytical, Data collection, Data quality, HTTP, Data mining, Operations  Data Analyst","data analysis, data quality",Noida,,,,1.0,3.0,2.0,Other
Data Analyst,Wonderskool,2-7 Yrs,Not disclosed,Panchkula,"Data analysis, SAS, Data management, Healthcare, Data mining, Risk management, Analytics, Counselling",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-wonderskool-panchkula-2-to-7-years-210423500069,2026-04-10 13:06,"Data analysis, SAS, Data management, Healthcare, Data mining, Risk management, Analytics, Counselling  Data Analyst",data analysis,Panchkula,,,,2.0,7.0,4.5,Other
Data Analyst,Ahoi Technology,1-2 Yrs,Not disclosed,"Mumbai, Hyderabad, New Delhi, Pune, Chennai","audio visual, Computer science, Computer hardware, Helpdesk, Remote desktop, Active directory, Windows, microsoft",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ahoi-technology-recruitment-agency-mumbai-hyderabad-new-delhi-pune-chennai-1-to-2-years-190725500007,2026-04-10 13:06,"audio visual, Computer science, Computer hardware, Helpdesk, Remote desktop, Active directory, Windows, microsoft  Data Analyst",,Mumbai,,,,1.0,2.0,1.5,Other
Data Analyst - FinBox,Finbox,2-4 Yrs,Not disclosed,Gurugram,"Computer science, Business objects, SAS, Database design, XML, Javascript, SPSS, Data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-finbox-finbox-gurugram-2-to-4-years-160925503789,2026-04-10 13:06,"Computer science, Business objects, SAS, Database design, XML, Javascript, SPSS, Data mining  Data Analyst - FinBox",,Gurugram,,,,2.0,4.0,3.0,Other
Data Analyst,Anutham Technologies,4-7 Yrs,Not disclosed,Pune,"IT services, Business objects, Data analysis, SAS, Database design, XML, Consulting, Javascript",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-anutham-technologies-pune-4-to-7-years-140525501861,2026-04-10 13:06,"IT services, Business objects, Data analysis, SAS, Database design, XML, Consulting, Javascript  Data Analyst",data analysis,Pune,,,,4.0,7.0,5.5,Other
Data Analyst,Amnet Digital,5-10 Yrs,Not disclosed,Hyderabad,"Product management, Product engineering, Business analytics, Analytical, Artificial Intelligence, Machine learning, Agile, Healthcare",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-amnet-digital-hyderabad-5-to-10-years-110724501460,2026-04-10 13:06,"Product management, Product engineering, Business analytics, Analytical, Artificial Intelligence, Machine learning, Agile, Healthcare  Data Analyst","data analysis, machine learning",Hyderabad,,,,5.0,10.0,7.5,Other
Data Analyst,AugmenterBizConsulting,2-5 Yrs,Not disclosed,Mumbai,"Computer science, Usage, Database design, Business Data Analyst, Process improvement, Consulting, Data collection, Data mining",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-augmenter-consulting-mumbai-2-to-5-years-100718500151,2026-04-10 13:06,"Computer science, Usage, Database design, Business Data Analyst, Process improvement, Consulting, Data collection, Data mining  Data Analyst",,Mumbai,,,,2.0,5.0,3.5,Other
Data Analyst,Right Step Consulting,2-5 Yrs,Not disclosed,Gurgaon,"BPO, ERP, Data analysis, Business Analyst, Data collection, System design, Data Analyst, Data quality",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-right-step-consulting-private-limited-gurgaon-2-to-5-years-090617500171,2026-04-10 13:06,"BPO, ERP, Data analysis, Business Analyst, Data collection, System design, Data Analyst, Data quality  Data Analyst","data analysis, data quality",Gurugram,,,,2.0,5.0,3.5,Other
Data Analyst - Cryptoforensic,C3i Hub,1-6 Yrs,Not disclosed,Kanpur,"Publishing, GIT, Linux, Coding, Architectural design, MongoDB, Distribution system, Python",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-cryptoforensic-c3i-hub-kanpur-1-to-6-years-020525502230,2026-04-10 13:06,"Publishing, GIT, Linux, Coding, Architectural design, MongoDB, Distribution system, Python  Data Analyst - Cryptoforensic","git, mongodb, python",Kanpur,,,,1.0,6.0,3.5,Other
Databricks Data Analyst,Xenon7,6-11 Yrs,Not disclosed,Hyderabad,"Performance tuning, Root cause analysis, Data analysis, Data validation, Data modeling, Data Analyst, Business intelligence, Open source",3+ weeks ago,https://www.naukri.com/job-listings-databricks-data-analyst-xenon7-hyderabad-6-to-11-years-020126500819,2026-04-10 13:06,"Performance tuning, Root cause analysis, Data analysis, Data validation, Data modeling, Data Analyst, Business intelligence, Open source  Databricks Data Analyst","data analysis, data modeling, databricks, power bi",Hyderabad,,,,6.0,11.0,8.5,Other
DATA ANALYST,Kanakavalli Retail Venturess,3-8 Yrs,Not disclosed,Chennai,"Computer science, Data analysis, Data modeling, Analytical, Workflow, power bi, Data Analyst, data visualization",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-kanakavalli-chennai-3-to-8-years-310524501209,2026-04-10 13:06,"Computer science, Data analysis, Data modeling, Analytical, Workflow, power bi, Data Analyst, data visualization  DATA ANALYST","data analysis, data modeling, data visualization, power bi",Chennai,,,,3.0,8.0,5.5,Other
Data Analyst,Codelynks Software Solutions (P) Ltd,1-3 Yrs,Not disclosed,Kochi,"Data analysis, Postgresql, Analytical, Process improvement, MySQL, Consulting, Machine learning, SQL",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-codelynks-software-solutions-p-ltd-kochi-1-to-3-years-301024505477,2026-04-10 13:06,"Data analysis, Postgresql, Analytical, Process improvement, MySQL, Consulting, Machine learning, SQL  Data Analyst","data analysis, machine learning, mysql, postgresql, sql",Kochi,,,,1.0,3.0,2.0,Other
Data Analyst,Mhtechin,2-5 Yrs,Not disclosed,Pune,"Computer science, Data analysis, PDF, Analytical, Data quality, Internship, Analytics, Product marketing",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-mhtechin-pune-2-to-5-years-300925502777,2026-04-10 13:07,"Computer science, Data analysis, PDF, Analytical, Data quality, Internship, Analytics, Product marketing  Data Analyst","data analysis, data quality",Pune,,,,2.0,5.0,3.5,Other
Data Analyst,99plus It Solutions,2-5 Yrs,Not disclosed,Vadodara,"Data Analyst, Data analysis, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-99plus-it-solutions-vadodara-2-to-5-years-300419502051,2026-04-10 13:07,"Data Analyst, Data analysis, Data  Data Analyst",data analysis,Vadodara,,,,2.0,5.0,3.5,Other
Data Analyst,3B Staffing,4-9 Yrs,Not disclosed,"Noida, Chandigarh, Daman & Diu, New Delhi, Jammu","Supply chain, Computer science, Data modeling, Analytical, Data quality, Troubleshooting, Business continuity, Information technology",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-3bstaffing-noida-chandigarh-daman-diu-new-delhi-jammu-4-to-9-years-300126506153,2026-04-10 13:07,"Supply chain, Computer science, Data modeling, Analytical, Data quality, Troubleshooting, Business continuity, Information technology  Data Analyst","data analysis, data modeling, data quality",Noida,,,,4.0,9.0,6.5,Other
Data Analyst,Plus91 Technologies,1-4 Yrs,Not disclosed,Patna,"Computer science, Electronics, Data Analyst, Information technology, Statistics, Data analysis, Computer, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-plus91-technologies-pvt-ltd-patna-1-to-4-years-291025501474,2026-04-10 13:07,"Computer science, Electronics, Data Analyst, Information technology, Statistics, Data analysis, Computer, Data  Data Analyst","data analysis, statistics",Patna,,,,1.0,4.0,2.5,Other
Data Analyst,Tudip Technologies,2-7 Yrs,Not disclosed,Pune,"Automation, Data analysis, Manager Quality Assurance, Analytical, Data collection, Data quality, microsoft, Recruitment",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tudip-technologies-pvt-ltd-pune-2-to-7-years-290925502713,2026-04-10 13:07,"Automation, Data analysis, Manager Quality Assurance, Analytical, Data collection, Data quality, microsoft, Recruitment  Data Analyst","data analysis, data quality",Pune,,,,2.0,7.0,4.5,Other
Data Analyst,Zynofus Technologies,6-11 Yrs,Not disclosed,Chennai,"Computer science, Analytical, Data collection, power bi, data integrity, Data Analyst, Mathematics, data visualization",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-zynofus-technologies-chennai-6-to-11-years-290725501725,2026-04-10 13:07,"Computer science, Analytical, Data collection, power bi, data integrity, Data Analyst, Mathematics, data visualization  Data Analyst","data analysis, data visualization, power bi",Chennai,,,,6.0,11.0,8.5,Other
Data Analyst,Ensono,2-3 Yrs,Not disclosed,Pune,"Business process, Report generation, PDF, Web technologies, SFDC, Delta, XML, Cloud",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ensono-technologies-llp-pune-2-to-3-years-280923501308,2026-04-10 13:07,"Business process, Report generation, PDF, Web technologies, SFDC, Delta, XML, Cloud  Data Analyst",,Pune,,,,2.0,3.0,2.5,Other
Data Analyst,Integrity Knowledge Services,3-5 Yrs,Not disclosed,Ahmedabad,"Data analysis, Claims, Data modeling, Analytical, Billing, healthcare management, Healthcare, Data Analyst",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-integrity-knowledge-services-ahmedabad-3-to-5-years-280825501578,2026-04-10 13:07,"Data analysis, Claims, Data modeling, Analytical, Billing, healthcare management, Healthcare, Data Analyst  Data Analyst","data analysis, data modeling",Ahmedabad,,,,3.0,5.0,4.0,Other
Data Analyst,Dynatech In,2-7 Yrs,Not disclosed,Ahmedabad,"Computer science, Data analysis, Analytical, Trend analysis, Predictive modeling, data integrity, Business intelligence, Reporting tools",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bharatedge-services-private-limited-ahmedabad-2-to-7-years-280725501497,2026-04-10 13:07,"Computer science, Data analysis, Analytical, Trend analysis, Predictive modeling, data integrity, Business intelligence, Reporting tools  Data Analyst","data analysis, power bi, reporting",Ahmedabad,,,,2.0,7.0,4.5,Other
Data Analyst,Innocode Ventures,2-4 Yrs,Not disclosed,Jaipur,"Data analysis, Usage, Analytical, Data Analyst, data visualization, Business intelligence, Statistics, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-innocode-ventures-jaipur-2-to-4-years-271025501786,2026-04-10 13:07,"Data analysis, Usage, Analytical, Data Analyst, data visualization, Business intelligence, Statistics, Analytics  Data Analyst","data analysis, data visualization, power bi, statistics",Jaipur,,,,2.0,4.0,3.0,Other
Data Analyst,Square Yards,2-5 Yrs,Not disclosed,Gurugram,"tableau, CSS, jQuery, Google Analytics, MySQL, Javascript, power bi, HTML",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-square-yards-gurugram-2-to-5-years-270723500414,2026-04-10 13:07,"tableau, CSS, jQuery, Google Analytics, MySQL, Javascript, power bi, HTML  Data Analyst","data analysis, mysql, power bi, tableau",Gurugram,,,,2.0,5.0,3.5,Other
Data Analyst - Media,Databeat,2-4 Yrs,Not disclosed,Hyderabad,"Automation, Data analysis, Data Analyst, Data quality, Apache, Business intelligence, SQL, Python",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-media-databeat-hyderabad-2-to-4-years-261125500537,2026-04-10 13:07,"Automation, Data analysis, Data Analyst, Data quality, Apache, Business intelligence, SQL, Python  Data Analyst - Media","data analysis, data quality, power bi, python, sql",Hyderabad,,,,2.0,4.0,3.0,Other
Data Analyst,SSTech System,2-4 Yrs,Not disclosed,Ahmedabad,"Data validation, Test case execution, Manager Quality Assurance, Analytical, Data quality, Continuous improvement, Product support, SQL",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-sstech-system-ahmedabad-2-to-4-years-260625502233,2026-04-10 13:07,"Data validation, Test case execution, Manager Quality Assurance, Analytical, Data quality, Continuous improvement, Product support, SQL  Data Analyst","data analysis, data quality, sql",Ahmedabad,,,,2.0,4.0,3.0,Other
